activity_id,sister_id,month,clients_contacted,new_users,follow_up_completed,referrals,stockout_days,community_sessions,travel_km,reported_work_days
875,LS0218,12/1/2025,22,10,8,2,14,3,224.3,18
876,LS0218,11/1/2025,23,14,9,0,0,10,198.3,17
877,LS0218,2/1/2025,22,11,8,1,13,6,150.6,18
878,LS0219,4/1/2025,30,12,9,3,1,7,27.5,16
879,LS0219,9/1/2025,37,20,17,5,4,7,37.1,23
880,LS0220,11/1/2025,44,19,11,3,2,6,76.1,10
881,LS0220,7/1/2025,17,8,6,2,3,5,114.9,25
882,LS0220,5/1/2025,30,18,13,1,0,8,104.9,21
883,LS0220,8/1/2025,26,19,13,1,2,8,87.4,25
884,LS0220,12/1/2025,39,25,18,4,0,10,61.4,26
885,LS0220,10/1/2025,11,7,4,0,1,7,123.2,14
886,LS0221,10/1/2025,17,10,8,1,7,2,145.4,25
887,LS0222,6/1/2025,25,17,11,4,8,2,15.8,23
888,LS0222,11/1/2025,19,13,9,1,8,5,39.1,13
889,LS0222,1/1/2025,49,32,25,3,6,12,45.9,12
890,LS0222,9/1/2025,17,9,7,1,12,8,48.9,25
891,LS0223,11/1/2025,30,19,12,2,3,7,37.1,11
892,LS0223,12/1/2025,32,23,17,4,6,9,29.7,14
893,LS0223,6/1/2025,32,21,14,3,1,8,43.2,10
894,LS0223,4/1/2025,11,7,5,0,10,0,42.4,13
895,LS0223,2/1/2025,21,15,10,1,3,5,17.6,18
896,LS0224,11/1/2025,40,29,17,1,2,9,36.8,19
897,LS0224,7/1/2025,13,7,5,0,3,11,32.7,17
898,LS0224,8/1/2025,24,11,6,1,3,12,34.7,21
899,LS0224,1/1/2025,8,3,2,1,8,5,24.1,24
900,LS0224,2/1/2025,25,13,11,1,8,2,17.2,18
901,LS0224,3/1/2025,16,11,9,1,11,2,12.2,15
902,LS0225,1/1/2025,22,10,6,2,9,0,211.4,20
903,LS0225,4/1/2025,32,17,14,3,3,6,162.1,19
904,LS0225,12/1/2025,49,31,17,3,3,5,231.6,22
905,LS0225,2/1/2025,9,4,2,1,0,10,116.9,22
906,LS0226,7/1/2025,37,26,16,5,7,6,107.3,22
907,LS0226,4/1/2025,13,7,5,1,3,6,67.8,16
908,LS0226,2/1/2025,24,11,6,2,2,7,78.1,24
909,LS0226,8/1/2025,24,13,7,1,0,4,55.8,12
910,LS0226,3/1/2025,25,12,10,4,2,9,107.8,26
911,LS0226,9/1/2025,28,16,8,4,15,7,90,24
912,LS0227,12/1/2025,18,9,6,2,1,3,45.1,17
913,LS0227,5/1/2025,13,7,4,2,8,0,42.4,22
914,LS0228,11/1/2025,49,25,16,6,2,0,84.5,18
915,LS0228,10/1/2025,15,11,7,0,4,8,91.3,13
916,LS0229,2/1/2025,39,17,10,5,2,0,81.3,24
917,LS0229,4/1/2025,17,10,7,0,2,6,78.4,15
918,LS0229,10/1/2025,23,11,9,0,0,7,119.1,14
919,LS0230,12/1/2025,11,8,5,1,1,12,26.3,11
920,LS0230,6/1/2025,25,18,14,1,0,12,27.2,19
921,LS0230,2/1/2025,43,25,16,6,2,7,40.2,26
922,LS0230,10/1/2025,31,21,15,1,0,3,9.2,20
923,LS0230,3/1/2025,28,16,11,1,6,8,34.6,19
924,LS0230,11/1/2025,21,9,5,0,8,8,40.5,18
925,LS0231,1/1/2025,52,32,25,5,0,7,176,21
926,LS0231,7/1/2025,36,24,19,3,6,2,154.9,18
927,LS0231,3/1/2025,34,15,11,1,0,0,124.6,11
928,LS0232,12/1/2025,42,17,14,6,0,5,113.4,16
929,LS0232,9/1/2025,41,26,19,2,2,9,88.8,10
930,LS0232,10/1/2025,31,19,12,1,3,3,78.4,25
931,LS0233,3/1/2025,33,14,12,3,5,5,71.3,14
932,LS0233,5/1/2025,22,12,8,2,13,1,62.8,11
933,LS0234,9/1/2025,15,9,7,2,5,3,95.7,14
934,LS0234,3/1/2025,16,7,4,2,3,12,76.8,10
935,LS0234,6/1/2025,52,36,19,3,0,9,68.5,16
936,LS0234,1/1/2025,27,19,12,4,5,8,87.6,25
937,LS0234,11/1/2025,35,25,19,5,3,4,84.2,20
938,LS0234,2/1/2025,38,16,9,5,1,11,80.6,10
939,LS0235,7/1/2025,26,17,14,2,3,10,17.2,14
940,LS0235,10/1/2025,32,21,11,2,3,9,36.7,11
941,LS0235,2/1/2025,23,10,5,0,0,3,41.8,16
942,LS0235,1/1/2025,54,32,27,7,2,2,49.6,16
943,LS0236,6/1/2025,14,10,6,2,10,0,54.4,16
944,LS0236,3/1/2025,23,10,6,1,12,4,80.2,13
945,LS0236,1/1/2025,34,21,14,1,5,10,98.8,20
946,LS0236,10/1/2025,30,12,7,1,3,12,106.6,18
947,LS0236,7/1/2025,14,7,5,1,3,9,54,21
948,LS0237,3/1/2025,49,33,23,3,2,12,72,13
949,LS0237,5/1/2025,13,5,4,1,7,9,65.2,18
950,LS0237,2/1/2025,26,11,6,1,2,0,52.2,20
951,LS0238,3/1/2025,19,12,9,1,2,8,118.4,19
952,LS0238,5/1/2025,14,9,7,1,10,2,60.7,25
953,LS0238,4/1/2025,37,23,13,2,0,3,80.8,21
954,LS0238,7/1/2025,24,14,10,1,2,6,47.8,11
955,LS0238,6/1/2025,51,33,25,7,3,12,88.8,13
956,LS0238,1/1/2025,17,10,8,1,13,1,95.7,26
957,LS0239,5/1/2025,24,11,6,2,7,10,102.5,20
958,LS0239,1/1/2025,40,25,19,2,1,11,85.6,22
959,LS0239,8/1/2025,39,17,14,3,3,4,48.9,23
960,LS0239,10/1/2025,36,25,21,1,7,0,82.5,23
961,LS0240,3/1/2025,13,8,6,1,2,8,75.4,20
962,LS0240,9/1/2025,44,23,13,6,1,1,32.5,11
963,LS0240,11/1/2025,52,30,24,5,2,6,34.7,10
964,LS0241,9/1/2025,8,4,3,1,1,4,57.3,26
965,LS0241,4/1/2025,39,23,18,2,6,3,51.8,14
966,LS0241,5/1/2025,23,14,9,3,5,0,24.8,15
967,LS0241,1/1/2025,9,5,4,0,3,5,21.3,20
968,LS0242,11/1/2025,31,20,11,3,1,1,33.5,20
969,LS0242,4/1/2025,28,15,12,1,3,3,47.7,20
970,LS0242,7/1/2025,30,12,7,1,2,12,47.7,23
971,LS0242,10/1/2025,40,28,23,1,1,3,23.5,19
972,LS0242,5/1/2025,14,9,7,1,3,12,21.1,11
973,LS0243,1/1/2025,54,24,18,0,1,3,89.4,15
974,LS0243,10/1/2025,17,11,6,2,10,0,48.3,10
975,LS0243,3/1/2025,45,31,17,0,0,6,96.8,10
976,LS0243,4/1/2025,23,17,10,2,13,9,64.2,11
977,LS0243,5/1/2025,7,3,2,0,6,12,40.7,25
978,LS0243,8/1/2025,14,10,8,1,10,6,111.8,25
979,LS0244,5/1/2025,27,15,12,2,1,8,36.2,15
980,LS0244,2/1/2025,13,9,5,1,1,11,23.6,15
981,LS0244,12/1/2025,27,13,10,1,7,0,57.7,20
982,LS0245,11/1/2025,11,6,3,1,13,8,168.1,19
983,LS0245,7/1/2025,28,14,11,1,1,1,184.3,23
984,LS0245,10/1/2025,36,20,14,4,2,10,187.9,21
985,LS0245,4/1/2025,51,22,15,3,4,7,198.6,19
986,LS0245,2/1/2025,37,22,11,1,4,8,184.8,21
987,LS0245,3/1/2025,15,9,7,1,8,1,123.1,22
988,LS0246,11/1/2025,14,7,6,2,7,7,105.3,17
989,LS0246,5/1/2025,22,14,10,2,2,10,57.1,19
990,LS0246,3/1/2025,17,9,8,1,14,3,47.4,11
991,LS0246,10/1/2025,27,20,11,3,0,11,70.1,24
992,LS0246,2/1/2025,37,27,20,4,14,4,99.2,13
993,LS0246,6/1/2025,39,19,12,3,3,1,119,12
994,LS0247,8/1/2025,55,28,22,2,3,6,57.9,12
995,LS0247,9/1/2025,23,12,7,2,1,10,63,23
996,LS0247,1/1/2025,27,12,8,4,1,8,93.8,10
997,LS0247,11/1/2025,37,20,14,2,6,12,94.3,19
998,LS0247,3/1/2025,41,18,11,0,4,12,72.2,22
999,LS0247,5/1/2025,9,4,3,1,10,6,25.1,20
1000,LS0248,5/1/2025,13,6,4,2,0,1,42.2,24
1001,LS0248,1/1/2025,25,13,9,0,5,8,47,20
1002,LS0248,12/1/2025,35,20,11,2,4,4,12.4,26
1003,LS0248,11/1/2025,19,11,8,1,2,1,35.9,13
1004,LS0249,5/1/2025,23,15,11,3,0,12,140.4,19
1005,LS0250,7/1/2025,37,27,20,4,6,1,7.7,25
1006,LS0250,1/1/2025,34,22,14,4,2,12,21.2,14
1007,LS0250,2/1/2025,22,11,7,1,2,11,6.3,11
1008,LS0250,10/1/2025,10,6,3,0,8,0,32.3,26
1009,LS0250,4/1/2025,33,20,14,3,3,9,22.9,18
1010,LS0006,10/1/2025,23,10,8,2,13,6,26.5,13
1011,LS0112,7/1/2025,15,11,9,0,11,6,137.2,25
1012,LS0151,6/1/2025,21,12,7,3,3,6,71.8,23
1013,LS0178,4/1/2025,11,7,5,1,8,7,46.1,20
1014,LS0102,6/1/2025,45,23,15,3,6,11,182.2,19
